pod_name,timestamp,CPU (%),MEM (B),Energy (watts)
forecaster-tenant-pool,2026-01-31 01:50:02,0.001082586200037293,1138360320.0,0.21350000000517563
forecaster-tenant-pool,2026-01-31 01:50:32,0.0022012432922711763,1138450432.0,1.299299999995795
forecaster-tenant-pool,2026-01-31 01:51:02,0.001470921604499132,1138405376.0,0.2777000000049156
forecaster-tenant-pool,2026-01-31 01:51:32,0.0027246152761314212,1138204672.0,1.468299999997665
forecaster-tenant-pool,2026-01-31 01:52:02,0.00023876335682334292,1138208768.0,0.22690000000196353
forecaster-tenant-pool,2026-01-31 01:52:32,0.001817693598367939,1138270208.0,1.3743999999939358
forecaster-tenant-pool,2026-01-31 01:53:02,0.00026246386403616927,1138270208.0,0.09040000000447132
forecaster-tenant-pool,2026-01-31 01:53:32,0.002027214450092915,1138339840.0,1.2824999999997695
forecaster-tenant-pool,2026-01-31 01:54:02,0.00019720417038736576,1138339840.0,0.20409999999968326
forecaster-tenant-pool,2026-01-31 01:54:32,0.002673436480284186,1138409472.0,1.2261000000028313
forecaster-tenant-pool,2026-01-31 01:55:02,0.001365625687577892,1138442240.0,0.08099999999431019
forecaster-tenant-pool,2026-01-31 01:55:32,0.0020640028674425064,1138479104.0,1.2810000000056485
forecaster-tenant-pool,2026-01-31 01:56:02,0.00027764478946599124,1138163712.0,0.23939999999668846
forecaster-tenant-pool,2026-01-31 01:56:32,0.0019171277749671035,1138233344.0,1.293399999999565
forecaster-tenant-pool,2026-01-31 01:57:02,0.00024756800747288455,1138253824.0,0.07349999999757226
forecaster-tenant-pool,2026-01-31 01:57:32,0.0022541775114120906,1138089984.0,1.4212000000029852
forecaster-tenant-pool,2026-01-31 01:58:02,0.0005850596993412927,1138110464.0,0.19860000000074554
forecaster-tenant-pool,2026-01-31 01:58:32,0.001992810857301622,1138155520.0,1.2204000000004576
forecaster-tenant-pool,2026-01-31 01:59:02,0.000257560540062223,1138188288.0,0.08219999999528227
forecaster-tenant-pool,2026-01-31 01:59:32,0.0019205554335194588,1138253824.0,1.3766999999994367
forecaster-tenant-pool,2026-01-31 02:00:02,0.0003953716141172629,1138253824.0,0.20160000000275127
forecaster-tenant-pool,2026-01-31 02:00:02,0.0003953716141172629,1138253824.0,0.20160000000275127
forecaster-tenant-pool,2026-01-31 02:00:32,0.0028630577161834632,1138348032.0,1.2897000000037224
forecaster-tenant-pool,2026-01-31 02:01:02,0.0005281699527756648,1138040832.0,0.23519999999643915
forecaster-tenant-pool,2026-01-31 02:01:32,0.002372699671787993,1138106368.0,1.3578000000021955
forecaster-tenant-pool,2026-01-31 02:02:02,0.0008452459879174009,1138917376.0,0.30759999999536375
forecaster-tenant-pool,2026-01-31 02:02:32,0.0018763977643268274,1138196480.0,1.2722000000025218
forecaster-tenant-pool,2026-01-31 02:03:02,0.0009411046253200582,1138208768.0,0.09579999999969005
