node_name,timestamp,CPU (%),MEM (%),fs (%),Energy (watts),rx (B/sec),tx (B/sec)
vm-node,2026-01-24 01:50:03,0.18783333333335492,0.53523346948969,0.7597225186193143,83.74199999993046,585737.6,745078.7333333333
rpi4,2026-01-24 01:50:03,0.10816666666668577,0.7730300272975432,0.6919752307104707,83.56389999985697,46397.83333333333,51134.8
rpi4,2026-01-24 01:50:33,0.105249999999531,0.7733056024957754,0.6919804190270735,83.22420000036558,38643.03333333333,44372.46666666667
vm-node,2026-01-24 01:50:33,0.24045833333328032,0.535010869546697,0.7597294161898741,85.17129999995231,869018.6666666666,1112669.0
rpi4,2026-01-24 01:51:03,0.10225000000020827,0.7722750552450279,0.6919857403774354,83.0452999999126,38505.63333333333,43729.76666666666
vm-node,2026-01-24 01:51:03,0.2919583333333146,0.5343984458653734,0.7597144780227759,83.81699999993046,657707.9,830662.7
rpi4,2026-01-24 01:51:33,0.1424166666665087,0.776154946054855,0.6919913277953154,85.28270000020665,57746.166666666664,61931.36666666667
vm-node,2026-01-24 01:51:33,0.18595833333336056,0.5376185384250829,0.7597155816340655,84.1999000000457,764088.3,1010852.3666666667
vm-node,2026-01-24 01:52:03,0.13433333333331204,0.5377432868895814,0.7597165275865995,83.94170000006756,661802.3666666667,812406.1333333333
rpi4,2026-01-24 01:52:03,0.1046666666666018,0.7754883660470557,0.6919939884704962,83.05979999999207,28570.433333333334,33263.96666666667
rpi4,2026-01-24 01:52:33,0.0914166666668431,0.7768828805407514,0.691998910719581,82.50379999975365,19518.466666666667,24725.399999999998
vm-node,2026-01-24 01:52:33,0.20991666666672826,0.5384735218037192,0.7597197990057792,84.3289999999106,798078.5333333333,1036102.4666666667
rpi4,2026-01-24 01:53:03,0.09149999999994331,0.7757618614324711,0.6920126131967627,82.53030000030996,20438.166666666664,25314.266666666666
vm-node,2026-01-24 01:53:03,0.18062499999992548,0.5385746593393272,0.7597245287684489,84.58030000006158,618262.9,789358.8333333334
vm-node,2026-01-24 01:53:33,0.1911666666667079,0.5387489420721682,0.7597253564769161,83.97060000002384,764056.7,1017237.2666666667
rpi4,2026-01-24 01:53:33,0.11641666666681279,0.7740740933316002,0.6920131453317988,83.8717999994755,17530.13333333333,23990.933333333334
vm-node,2026-01-24 01:54:03,0.1527499999999914,0.5383795649114335,0.7597262236000721,83.65929999997218,556269.8,710248.8
rpi4,2026-01-24 01:54:03,0.10616666666685433,0.780911477966983,0.6920156729732208,83.2272000004848,55377.03333333333,57941.96666666667
rpi4,2026-01-24 01:54:33,0.10716666666673973,0.781587417132458,0.6920211273573416,83.34789999922118,38835.7,43691.53333333333
vm-node,2026-01-24 01:54:33,0.21654166666666186,0.5393770658041457,0.7597330423412542,83.76410000001391,796759.8333333333,1053884.1
rpi4,2026-01-24 01:55:03,0.20458333333283463,0.7833760561549461,0.6920263156739443,83.15270000000797,38663.1,43835.5
vm-node,2026-01-24 01:55:03,0.15170833333332068,0.5389472008513565,0.7597398216677473,84.72889999995628,705954.6666666666,869221.3333333333
vm-node,2026-01-24 01:55:33,0.1767500000000489,0.5368735771068434,0.7597408464496591,83.83790000006556,767015.3,1014805.6
rpi4,2026-01-24 01:55:33,0.15741666666676793,0.7816456518913297,0.6920315039905471,84.79770000080269,38597.666666666664,44335.63333333333
vm-node,2026-01-24 01:56:03,0.14941666666659428,0.5366770222091213,0.7597417529875041,83.79560000002384,576771.2,727588.4666666667
rpi4,2026-01-24 01:56:03,0.12691666666673881,0.772044196022358,0.6922007229320534,83.96969999969008,55407.9,60389.7
rpi4,2026-01-24 01:56:33,0.13600000000003545,0.7764887560119589,0.6922015211346076,84.43640000025432,53396.299999999996,58461.6
vm-node,2026-01-24 01:56:33,0.2570000000000474,0.5368903725098685,0.7597484140699304,84.32829999998212,828148.8333333334,1099132.5
rpi4,2026-01-24 01:57:03,0.12483333333364044,0.7781619654231119,0.6922029845059572,83.88179999987285,52696.76666666666,56798.43333333333
vm-node,2026-01-24 01:57:03,0.19274999999999237,0.5367326417684147,0.7597547992495345,85.10129999990265,782816.8,1003244.6333333333
vm-node,2026-01-24 01:57:33,0.20374999999999943,0.536198353222904,0.7597557846167573,83.82460000018278,851321.4666666667,1154688.0999999999
rpi4,2026-01-24 01:57:33,0.11849999999969137,0.7770929416352528,0.6922036496747525,84.2537000000477,24748.466666666667,29163.466666666667
rpi4,2026-01-24 01:58:03,0.0939999999996644,0.7803156115949564,0.6922044478773067,82.62970000008744,18543.7,24248.533333333333
vm-node,2026-01-24 01:58:03,0.15416666666665815,0.5369995426295321,0.7597647317511407,83.84349999999006,548297.0666666667,717073.1666666666
vm-node,2026-01-24 01:58:33,0.21925000000006042,0.5368427855346305,0.7597574400336917,83.97429999982317,678878.0,915024.8333333334
rpi4,2026-01-24 01:58:33,0.1172500000003538,0.7804653581177694,0.6922091040588733,83.81499999960265,62741.9,66378.96666666667
rpi4,2026-01-24 01:59:03,0.10874999999987267,0.7815863772260496,0.692214292375476,83.3939999997616,38161.5,43934.76666666666
vm-node,2026-01-24 01:59:03,0.1640416666666368,0.5363187202779177,0.7597642587748737,85.98670000011722,675467.2999999999,835802.5666666667
vm-node,2026-01-24 01:59:33,0.2552499999999133,0.5381963976538039,0.759757321789625,84.73250000004967,710999.0666666667,937866.6
rpi4,2026-01-24 01:59:33,0.13008333333331543,0.7795284024437801,0.6922193476583198,84.75080000062785,38113.86666666667,43164.63333333333
vm-node,2026-01-24 02:00:02,0.15833333333333666,0.5375698560974737,0.7597579918393365,84.25979999999205,588274.5666666667,757441.1333333333
rpi4,2026-01-24 02:00:02,0.13008333333331543,0.7795284024437801,0.6922193476583198,84.75080000062783,38113.86666666667,43164.63333333333
vm-node,2026-01-24 02:00:03,0.15833333333333666,0.5375698560974737,0.7597579918393365,84.25979999999205,588274.5666666667,757441.1333333333
rpi4,2026-01-24 02:00:03,0.10033333333365135,0.7797914987651111,0.6922244029411636,83.15270000000797,38926.433333333334,44129.86666666667
vm-node,2026-01-24 02:00:32,0.22708333333340514,0.5377429217721243,0.759759134865315,84.59039999991656,769809.4666666667,1009157.2999999999
rpi4,2026-01-24 02:00:32,0.10033333333365135,0.7797914987651111,0.6922244029411636,83.15270000000794,38926.433333333334,44129.86666666667
rpi4,2026-01-24 02:01:02,0.12241666666647291,0.7818629923306902,0.692228393953935,83.89919999937216,31838.23333333333,37036.23333333334
vm-node,2026-01-24 02:01:02,0.2096666666666124,0.5379124579780233,0.7597661900946305,85.51759999990463,767760.3666666667,958976.9333333333
rpi4,2026-01-24 02:01:32,0.08949999999996028,0.7820792928636423,0.6922290591227301,82.4540999998649,18642.966666666667,24349.9
vm-node,2026-01-24 02:01:32,0.224375000000042,0.5379781791202958,0.7597672542912312,83.6278000002106,749659.2,992035.0
rpi4,2026-01-24 02:02:02,0.11633333333352311,0.7842225399714026,0.6922301233928025,83.61120000084242,19494.866666666665,24370.9
vm-node,2026-01-24 02:02:02,0.2801250000000079,0.5373206025801147,0.7597699344900772,83.7321999999384,588816.8666666667,750725.5333333333
vm-node,2026-01-24 02:02:32,0.19195833333334497,0.5385153886054631,0.7597708804426112,83.31859999994437,773066.4,1013605.3666666666
rpi4,2026-01-24 02:02:32,0.08833333333280582,0.7844762771350579,0.6922307885615978,82.87609999974569,20688.56666666667,24600.8
vm-node,2026-01-24 02:03:02,0.21608333333333532,0.5380139606310885,0.7597801823091948,85.21880000010133,826593.1666666666,1038732.6333333333
rpi4,2026-01-24 02:03:02,0.09858333333353736,0.7853238008579227,0.6922322519329472,83.134899999698,48373.26666666666,53223.86666666666
rpi4,2026-01-24 02:03:32,0.10525000000025102,0.7848589626933576,0.6922463535114061,83.33950000007947,39713.96666666667,44830.13333333333
vm-node,2026-01-24 02:03:32,0.25712499999997884,0.5384017153704956,0.7597811282617287,84.74069999977947,897235.0666666667,1152091.5666666667
rpi4,2026-01-24 02:04:02,0.09991666666662695,0.7838450539451449,0.6922515418280089,83.1358000000318,38764.26666666667,44065.833333333336
vm-node,2026-01-24 02:04:02,0.1918333333333406,0.5378101033842251,0.7597822318730183,83.94260000015298,703419.0333333333,872791.4
rpi4,2026-01-24 02:04:32,0.12575000000022102,0.7839833614974653,0.6922568631783708,84.67109999954701,38179.7,42382.666666666664
vm-node,2026-01-24 02:04:32,0.25183333333333524,0.5388818448265412,0.7597830595814855,83.88809999997417,704431.7666666667,930867.9666666667
vm-node,2026-01-24 02:05:02,0.20845833333327643,0.5389193302188003,0.7597898389079786,85.01340000008543,678802.3333333333,842506.5666666667
rpi4,2026-01-24 02:05:02,0.10399999999945067,0.7837473027427532,0.6922620514949736,83.25310000081856,41001.26666666666,45846.066666666666
vm-node,2026-01-24 02:05:32,0.23512500000002234,0.5394172287244232,0.7597912578367795,84.55599999999006,691401.6,925889.2666666667
rpi4,2026-01-24 02:05:32,0.10175000000035653,0.7847622513973742,0.6922637809338411,83.08029999931654,23355.0,29121.533333333333
rpi4,2026-01-24 02:06:02,0.08891666666649295,0.782982971532562,0.6922644461026364,82.53840000033378,17901.63333333333,24465.366666666665
vm-node,2026-01-24 02:06:02,0.21820833333338616,0.5396779225887705,0.7597953963791154,83.82969999983906,534535.6,687572.0
vm-node,2026-01-24 02:06:32,0.24720833333331205,0.5417857456684291,0.7597964211610272,84.42410000016292,669654.6666666666,900081.5333333333
rpi4,2026-01-24 02:06:32,0.11716666666641232,0.7833937345638893,0.6922652443051907,83.99159999986489,19032.3,24390.666666666664
vm-node,2026-01-24 02:07:02,0.2164583333332869,0.5421288343722548,0.7598031216581425,85.06779999981323,665705.8333333333,835046.2666666666
rpi4,2026-01-24 02:07:02,0.08983333333350553,0.7834946054855063,0.6922660425077449,82.40849999984106,19353.233333333334,24605.3
vm-node,2026-01-24 02:07:32,0.27216666666664824,0.5366929656714132,0.7598044617575656,84.32530000011126,780903.9666666667,1027047.9333333333
rpi4,2026-01-24 02:07:32,0.10833333333353797,0.7835195632393085,0.6922699004867572,83.40679999987285,59986.9,62830.03333333333
rpi4,2026-01-24 02:08:02,0.16049999999997908,0.7835122838944495,0.6922592577860336,84.77140000065168,67626.9,72822.4
vm-node,2026-01-24 02:08:02,0.27191666666668685,0.5380014249317291,0.7598172715314624,83.82970000008741,606103.4333333333,785156.2
vm-node,2026-01-24 02:08:32,0.25320833333330084,0.5380659290158113,0.7598180992399296,84.17859999984503,891008.6333333333,1185631.8
rpi4,2026-01-24 02:08:32,0.2550833333336262,0.7791280384765371,0.6924286097612988,86.33070000012715,71388.8,75291.13333333333
rpi4,2026-01-24 02:09:02,0.1449166666665254,0.781913947744703,0.6924335320103836,84.79129999975363,64877.6,70764.0
vm-node,2026-01-24 02:09:02,0.1962500000000773,0.5384637853381974,0.7597192077854455,85.00630000010133,723092.3666666667,932047.9333333333
vm-node,2026-01-24 02:09:32,0.2663749999999856,0.5384063401916185,0.7597177494419558,84.20910000006357,662530.6666666666,879026.9666666667
rpi4,2026-01-24 02:09:32,0.11291666666647113,0.7820137787599116,0.6924389863945044,83.46350000003973,35864.0,41835.2
rpi4,2026-01-24 02:10:02,0.095999999999799,0.7690388665020148,0.6924400506645768,82.52260000010331,20681.033333333333,25013.566666666666
vm-node,2026-01-24 02:10:02,0.2572500000000147,0.5388271989137999,0.7597186165651119,84.26630000000199,524177.0333333333,679122.1666666666
rpi4,2026-01-24 02:10:04,0.11683333333364772,0.7724476797088262,0.6924408488671311,83.98140000005564,19501.166666666668,24227.533333333333
vm-node,2026-01-24 02:10:04,0.2572500000000147,0.5388271989137999,0.7597186165651119,84.26630000000199,524177.0333333333,679122.1666666666
vm-node,2026-01-24 02:10:34,0.20216666666661193,0.5345577587824745,0.7597195625176457,83.83219999993841,713005.7,943661.7333333333
rpi4,2026-01-24 02:10:34,0.09366666666633894,0.7684170024697777,0.6924420461709625,82.51019999980929,19750.766666666666,24978.5
vm-node,2026-01-24 02:11:04,0.168416666666658,0.5345588541348457,0.7597266177469613,84.69099999989072,693074.1333333333,872464.1666666666
rpi4,2026-01-24 02:11:04,0.10341666666703683,0.7713547380735734,0.6924428443735168,82.71650000015896,46228.63333333333,50045.76666666667
vm-node,2026-01-24 02:11:34,0.18841666666677123,0.5355073075824915,0.759727642528873,83.77490000004569,694821.2,925162.6
rpi4,2026-01-24 02:11:34,0.10816666666641292,0.7728116469517743,0.6924478996563604,83.35619999965033,37584.53333333333,43936.53333333333
rpi4,2026-01-24 02:12:04,0.13641666666680977,0.7726099051085402,0.6924532210067224,84.90279999971392,39673.86666666667,43694.13333333333
vm-node,2026-01-24 02:12:04,0.17783333333329546,0.5354936765307611,0.759728549066718,83.75570000012715,537006.2333333333,692353.4666666667
rpi4,2026-01-24 02:12:34,0.10766666666626558,0.7718726114649681,0.6924627994373737,83.24899999996028,38800.333333333336,44077.23333333334
vm-node,2026-01-24 02:12:34,0.1719166666666451,0.5356731926138198,0.7597294161898741,83.84689999992649,760875.5333333333,1000435.1666666666
vm-node,2026-01-24 02:13:04,0.1752916666666293,0.535164583996123,0.7597364714191897,85.1984999999404,682249.4666666667,859975.6
rpi4,2026-01-24 02:13:04,0.11000000000033197,0.7716011958923696,0.6924767679820735,83.20490000049274,40112.46666666667,44779.8
vm-node,2026-01-24 02:13:34,0.28875000000003276,0.5363667940764317,0.7597426595253491,84.13159999996424,678073.9,910730.9666666667
rpi4,2026-01-24 02:13:34,0.10866666666671941,0.7729905108540231,0.6924792956234953,83.23289999961855,27503.56666666667,32650.13333333333
rpi4,2026-01-24 02:14:04,0.11875000000008337,0.7718986091251787,0.6924808920286039,84.15590000053248,19585.36666666667,24380.233333333334
vm-node,2026-01-24 02:14:04,0.13991666666671065,0.5355110804628813,0.7597435660631942,83.69189999997616,584416.0333333333,743633.1
rpi4,2026-01-24 02:14:34,0.092833333333139,0.7739649031587157,0.69248142416364,82.46790000001592,18625.233333333334,23717.733333333334
vm-node,2026-01-24 02:14:34,0.1927916666666145,0.5360084921452282,0.7597445908451058,84.02840000018477,702593.0,947346.0333333333
rpi4,2026-01-24 02:15:04,0.09133333333306837,0.7739909008189263,0.6924822223661943,82.44089999993643,19328.666666666668,24365.033333333333
vm-node,2026-01-24 02:15:04,0.19408333333335032,0.5363810336572574,0.7597512519275322,85.14780000001193,691193.8666666666,857518.1666666666
vm-node,2026-01-24 02:15:34,0.21395833333333805,0.5366233499429321,0.7597521584653772,84.27719999998808,750555.7333333333,996031.6666666666
rpi4,2026-01-24 02:15:34,0.11191666666708594,0.7777387235148837,0.6924850160751342,83.47669999996823,55088.73333333333,59123.03333333333
vm-node,2026-01-24 02:16:04,0.15433333333332158,0.5362689425979372,0.759753183247289,83.9320999999841,710067.3666666667,885728.2666666666
rpi4,2026-01-24 02:16:04,0.1271666666667064,0.7776908878200962,0.6924904704592552,84.67679999967417,38505.333333333336,43776.9
rpi4,2026-01-24 02:16:34,0.10108333333328877,0.7760426361627454,0.692495658775858,83.12730000019076,38212.066666666666,44068.066666666666
vm-node,2026-01-24 02:16:34,0.25999999999998596,0.5365521520388037,0.7604129063103238,84.23099999999006,998809.1,1272742.7666666666
vm-node,2026-01-24 02:17:04,0.20937500000001635,0.5368511832361431,0.7597528285150887,84.97429999982317,694053.3,844410.3333333334
rpi4,2026-01-24 02:17:04,0.09983333333281431,0.7782025217730404,0.6925009801262197,83.12919999957086,40326.96666666667,43689.566666666666
rpi4,2026-01-24 02:17:34,0.1015833333339439,0.7744141427271546,0.6925063014765817,83.1744000007709,37385.9,44034.0
vm-node,2026-01-24 02:17:34,0.19616666666662688,0.5370575963052061,0.759753656223556,83.97030000016093,674241.5,909185.0333333333
vm-node,2026-01-24 02:18:04,0.13925000000006826,0.5362767317703547,0.7597546021760899,83.70739999984701,626539.5666666667,798904.9333333333
rpi4,2026-01-24 02:18:04,0.12133333333326846,0.776,0.692507365746654,84.43979999919733,20629.266666666666,24951.833333333332
vm-node,2026-01-24 02:18:34,0.206208333333286,0.5370048976855691,0.7597555875433127,83.4194000000755,671016.1333333333,908514.1
rpi4,2026-01-24 02:18:34,0.09375000000010611,0.7774454699077084,0.6925081639492082,82.76149999996028,25460.866666666665,30676.866666666665
rpi4,2026-01-24 02:19:04,0.11108333333315083,0.7793744962953334,0.6925096273205578,83.79980000058812,47712.933333333334,51447.53333333333
vm-node,2026-01-24 02:19:04,0.18075000000005975,0.5369105756758263,0.7597566123252245,83.69170000006756,634951.4666666667,805050.8333333334
rpi4,2026-01-24 02:19:34,0.11433333333339608,0.7837119459248668,0.692510558556871,83.90579999983312,51787.5,56244.46666666666
vm-node,2026-01-24 02:19:34,0.36379166666663665,0.5369195819064341,0.7597633522370287,84.94239999999603,857287.8333333334,1134305.4666666666
vm-node,2026-01-24 02:20:02,0.24216666666668302,0.5362501999018078,0.7597642587748737,84.31199999998013,653043.3666666667,862456.5333333333
rpi4,2026-01-24 02:20:02,0.11433333333339608,0.7837119459248668,0.692510558556871,83.9057999998331,51787.5,56244.46666666666
vm-node,2026-01-24 02:20:04,0.24216666666668302,0.5362501999018078,0.7597642587748737,84.31199999998013,653043.3666666667,862456.5333333333
rpi4,2026-01-24 02:20:04,0.2662499999996726,0.7816820486156246,0.6920227237624501,86.70540000001591,90009.0,91987.16666666667
rpi4,2026-01-24 02:20:32,0.2662499999996726,0.7816820486156246,0.6920227237624501,86.7054000000159,90009.0,91987.16666666667
vm-node,2026-01-24 02:20:32,0.3972499999999518,0.5376150089563312,0.7597723782007899,84.97949999993045,699713.6333333333,944438.8333333334
vm-node,2026-01-24 02:21:02,0.19954166666666076,0.5375309102353863,0.7597732847386349,84.06110000014306,672488.0,861947.6666666666
rpi4,2026-01-24 02:21:02,0.10116666666697256,0.7793578577927986,0.6920277790452939,83.20239999989668,37479.566666666666,44098.333333333336
vm-node,2026-01-24 02:21:32,0.20983333333337514,0.5401496543433034,0.7597801823091948,85.49729999999205,755193.7,992147.7666666667
