node_name,timestamp,CPU (%),MEM (%),fs (%),Energy (watts),rx (B/sec),tx (B/sec)
vm-node,2026-01-31 01:50:02,0.22600000000021014,0.5731085637812732,0.7750103728375839,83.7971999997894,720338.5333333333,1160912.5666666667
rpi4,2026-01-31 01:50:02,0.5939166666664202,0.7074712075913168,0.7341823193078946,88.86299999952317,121986.83333333334,142701.63333333333
rpi4,2026-01-31 01:50:32,0.5818333333331263,0.7147193552580268,0.7343857279254755,90.63100000023842,138678.56666666665,158270.03333333333
vm-node,2026-01-31 01:50:32,0.21133333333326526,0.5734281632620275,0.7750111611313621,84.3834000001351,1047407.3,1599375.1666666665
rpi4,2026-01-31 01:51:02,0.6239166666673858,0.7077280644741973,0.7339866266483381,88.06009999910991,79013.16666666667,101991.73333333332
vm-node,2026-01-31 01:51:02,0.20708333333335865,0.573579200183435,0.7750123041573407,84.24560000002384,751654.2,1210374.3
vm-node,2026-01-31 01:51:32,0.25241666666675117,0.5739624518075384,0.7750133683539413,84.24499999980132,1007948.7333333334,1567234.4
rpi4,2026-01-31 01:51:32,0.5764999999995931,0.7199812816846484,0.7341938932449316,91.63459999958674,138819.56666666668,161615.36666666667
vm-node,2026-01-31 01:52:02,0.17495833333318941,0.5767058226741348,0.7750143143064753,84.4109999999404,864330.1333333333,1322277.9333333333
rpi4,2026-01-31 01:52:02,0.6409166666664912,0.7048163265306122,0.7339932783362905,88.14490000009536,102004.36666666667,126603.59999999999
rpi4,2026-01-31 01:52:32,0.6865833333334043,0.7109070583647472,0.7341957557175581,92.28700000047684,128504.03333333333,151210.33333333334
vm-node,2026-01-31 01:52:32,0.17966666666671788,0.5770549966689117,0.7750152208443203,84.73580000003179,938212.5,1523662.2666666666
rpi4,2026-01-31 01:53:02,0.6199166666669498,0.7092213700766931,0.7363817664461987,87.80460000038147,117535.66666666667,136979.43333333332
vm-node,2026-01-31 01:53:02,0.26045833333336554,0.5774294854740454,0.775019004654456,84.5680999999245,867878.4,1318099.3666666667
vm-node,2026-01-31 01:53:32,0.21883333333347582,0.5777707485905857,0.7750201870951234,84.33930000017087,1088582.6666666667,1657703.3
rpi4,2026-01-31 01:53:32,0.616416666666123,0.710673079422852,0.7342750438379495,93.89530000090599,171679.0,195222.9
vm-node,2026-01-31 01:54:02,0.2222916666664972,0.5770995409986741,0.7750116341076292,83.8805999999245,756799.3666666666,1268224.0666666667
rpi4,2026-01-31 01:54:02,0.6119999999998982,0.7156573508384245,0.7343804065751137,89.70699999928475,80538.13333333333,103231.06666666667
vm-node,2026-01-31 01:54:32,0.21933333333328928,0.5767851748681379,0.7750124618160963,84.3971999997894,946095.1,1434275.0333333332
rpi4,2026-01-31 01:54:32,0.6639166666672888,0.7104952554270115,0.73156048998462,89.79320000012716,133058.26666666666,152466.5
rpi4,2026-01-31 01:55:02,0.5904166666662831,0.7169353958143767,0.7342632038333944,94.42679999868075,120603.03333333333,145655.09999999998
vm-node,2026-01-31 01:55:02,0.16741666666673521,0.5767766554608063,0.7750133289392525,84.1097000002861,927080.2666666667,1472650.0333333332
vm-node,2026-01-31 01:55:32,0.2661249999999006,0.577289280370531,0.7750142748917863,84.39370000014702,870003.2666666666,1325275.6
rpi4,2026-01-31 01:55:32,0.7040000000004663,0.7208849603535682,0.7342025404392695,90.157800000906,102505.63333333333,119585.6
