link_id,timestamp,bandwidth_utilization_mbps,latency_ms,packet_loss_rate,source
L1,2026-01-24 01:45:00,30.99212254884484,9.580108260695718,0.017627337234116087,synthetic
L1,2026-01-24 02:00:00,39.717771795982244,8.715827219454093,0.025551797383817458,synthetic
L1,2026-01-24 02:15:00,25.19694056866919,12.443797022213337,0.021525144059345944,synthetic
L1,2026-01-24 02:30:00,36.13870958176459,10.028292770087427,0.01110697700671687,synthetic
L1,2026-01-24 02:45:00,30.33483580625982,10.265154517338855,0.02510892876148322,synthetic
L1,2026-01-24 03:00:00,41.93253213159013,9.275153938051808,0.019957401428545143,synthetic
L1,2026-01-24 03:15:00,40.327131621115264,9.97633161944056,0.016746888389543968,synthetic
L1,2026-01-24 03:30:00,31.575834436740802,8.1771198035459,0.024480057823453586,synthetic
L1,2026-01-24 03:45:00,27.901739031871514,9.74527444585739,0.018996758978137986,synthetic
L1,2026-01-24 04:00:00,34.052847277435646,8.594487357106367,0.013006031960565724,synthetic
L1,2026-01-24 04:15:00,28.556399782982673,9.583894622865756,0.03108685826869763,synthetic
L1,2026-01-24 04:30:00,43.442456847826676,6.160125150546254,0.019896275342654073,synthetic
L1,2026-01-24 04:45:00,30.627760625416094,8.307995187334711,0.019511688773106696,synthetic
L1,2026-01-24 05:00:00,26.754858939897304,12.1958896067715,0.017569368969616462,synthetic
L1,2026-01-24 05:15:00,26.323079311408595,11.245596623661314,0.027079794436745536,synthetic
L1,2026-01-24 05:30:00,20.29571531841034,11.978559003872848,0.01685072895114776,synthetic
L1,2026-01-24 05:45:00,34.45247302474658,12.081581904506386,0.010730120847130372,synthetic
L1,2026-01-24 06:00:00,23.43991037888398,11.009481136246716,0.01592793402862413,synthetic
L1,2026-01-24 06:15:00,38.78518601750198,9.320696971931298,0.027960647602728754,synthetic
L1,2026-01-24 06:30:00,19.656519567987417,8.444123580601566,0.024992792968742704,synthetic
L1,2026-01-24 06:45:00,31.017931591786002,11.720116908174546,0.018469906084040835,synthetic
L1,2026-01-24 07:00:00,39.20179006797963,10.096851961581086,0.028239530849842848,synthetic
L1,2026-01-24 07:15:00,12.78202348301091,13.74103422457286,0.024487653372931295,synthetic
L1,2026-01-24 07:30:00,46.14612435033749,9.452353035983869,0.01840046381819236,synthetic
L1,2026-01-24 07:45:00,26.597718422415124,12.95934378217072,0.019004540869393523,synthetic
L1,2026-01-24 08:00:00,31.128763057297114,9.764812313956368,0.021975906391672607,synthetic
L1,2026-01-24 08:15:00,34.57159380413075,12.00407289588805,0.015008678302017105,synthetic
L1,2026-01-24 08:30:00,35.80903244892443,12.545037605848682,0.020027030393056106,synthetic
L1,2026-01-24 08:45:00,32.191071506077456,8.465575107728931,0.02185108018767974,synthetic
L1,2026-01-24 09:00:00,37.979076669650944,9.272502882563698,0.009878202568348761,synthetic
L1,2026-01-24 09:15:00,34.1525657033745,8.450531161452204,0.018864078064592612,synthetic
L1,2026-01-24 09:30:00,44.08704912025843,8.155083267612664,0.01818166288780587,synthetic
L1,2026-01-24 09:45:00,34.17862034283678,11.000600275787425,0.026168408119761934,synthetic
L1,2026-01-24 10:00:00,45.7170841590647,9.705057444626467,0.008933018037133795,synthetic
L1,2026-01-24 10:15:00,37.208630721901244,10.078549484785205,0.017710963881777734,synthetic
L1,2026-01-24 10:30:00,15.553998993853899,10.83435870245992,0.017109472115812478,synthetic
L1,2026-01-24 10:45:00,50.88882142710273,7.213919749427628,0.025760425783529606,synthetic
L1,2026-01-24 11:00:00,25.40524713218225,11.930149005935583,0.019738720583810643,synthetic
L1,2026-01-24 11:15:00,41.964352121613885,9.476358754990123,0.030776567873914216,synthetic
L1,2026-01-24 11:30:00,30.21434754495551,10.798601959356786,0.023973280291438318,synthetic
L1,2026-01-24 11:45:00,38.488722060820635,10.93106925884282,0.017538662034862887,synthetic
L1,2026-01-24 12:00:00,24.492168713073646,12.05619484114576,0.021437952179353754,synthetic
L1,2026-01-24 12:15:00,35.0059563447167,9.84271391832545,0.01787558714378325,synthetic
L1,2026-01-24 12:30:00,27.97447563684476,6.814543811435604,0.025156376542942522,synthetic
L1,2026-01-24 12:45:00,42.63202489271911,10.085691420180341,0.012006813720253928,synthetic
L1,2026-01-24 13:00:00,33.50934533933607,10.301060287242402,0.015057824140572,synthetic
