node_id,timestamp,cpu_pct,mem_pct,fs_pct,energy_w,rx_bps,tx_bps,source
cloud-vm2,2026-01-24 01:45:00,0.16220441529590962,0.5183481707650968,0.6939247095904458,83.97820281731859,773917.206208803,837938.9395822962,synthetic
cloud-vm2,2026-01-24 02:00:00,0.16937648346846707,0.5281048018261286,0.683509336686408,93.81746155279872,640910.3859917861,810273.9362233503,synthetic
cloud-vm2,2026-01-24 02:15:00,0.23709002029383547,0.5105101754114586,0.6971252886794416,95.4688942541136,653324.6516344661,685618.7841745426,synthetic
cloud-vm2,2026-01-24 02:30:00,0.2708319088691025,0.5030845441054821,0.7132473696562724,76.69566562098959,822157.6917296915,921489.7488054059,synthetic
cloud-vm2,2026-01-24 02:45:00,0.2192123126889675,0.5405285136109443,0.7046074201011846,83.2277600201186,812192.4127955232,931136.4861732229,synthetic
cloud-vm2,2026-01-24 03:00:00,0.1641031711691427,0.5277499169562893,0.7201780937160589,79.82821114953151,649182.4193076678,1064215.3362359067,synthetic
cloud-vm2,2026-01-24 03:15:00,0.21355754089848275,0.5298073719880376,0.7017723014526811,89.9416887060576,604644.8422694383,970966.031543271,synthetic
cloud-vm2,2026-01-24 03:30:00,0.2970988817735044,0.5500423029598923,0.724478027535929,86.43296773646964,796317.3500208498,778732.5605253119,synthetic
cloud-vm2,2026-01-24 03:45:00,0.20409691242875647,0.49890315331362856,0.7017752122551705,81.81715336310083,730041.8357915215,729536.4899658982,synthetic
cloud-vm2,2026-01-24 04:00:00,0.258473634375744,0.5089594746368116,0.7002248029615373,85.3628654029551,681558.1254197363,685781.0279773136,synthetic
cloud-vm2,2026-01-24 04:15:00,0.17038682536645153,0.5231586669766939,0.687206099120785,82.61290689296146,617812.7289810055,1026786.9214767364,synthetic
cloud-vm2,2026-01-24 04:30:00,0.19831655793454453,0.5087137352447751,0.7111056274029276,93.07123047187449,683169.6578714594,756619.0858866561,synthetic
cloud-vm2,2026-01-24 04:45:00,0.22478260824502172,0.535662730705449,0.6949787487105952,87.7347975750802,647829.1540112298,1027627.5842765569,synthetic
cloud-vm2,2026-01-24 05:00:00,0.21589313233051458,0.5162520155819204,0.6935295236059127,88.34911710458219,583566.1820427005,913008.644903448,synthetic
cloud-vm2,2026-01-24 05:15:00,0.16934445279555357,0.5001493438500563,0.7128123056376257,71.66541260983551,662904.2328587235,889588.3457912753,synthetic
cloud-vm2,2026-01-24 05:30:00,0.16761930171477601,0.5213154335037532,0.7115822266879596,84.66605660585594,676542.4045639607,813175.8024927642,synthetic
cloud-vm2,2026-01-24 05:45:00,0.23953137612410635,0.5234067754161358,0.7113205136721067,95.41605479529517,612460.4933079769,929280.7495602701,synthetic
cloud-vm2,2026-01-24 06:00:00,0.24766203250600582,0.5386936412579266,0.6963780886594502,91.63064535018341,740382.5688609518,848143.5084595837,synthetic
cloud-vm2,2026-01-24 06:15:00,0.2604857423248768,0.5278628180629485,0.6994902413469475,75.76455207039848,778883.2392310989,805694.4050237427,synthetic
cloud-vm2,2026-01-24 06:30:00,0.2721572193301147,0.5292229278271967,0.6994014560230415,83.43287083658203,746989.7693655413,933520.574397784,synthetic
cloud-vm2,2026-01-24 06:45:00,0.20538477745290387,0.5264058336801445,0.7078251818067239,78.99240267040639,622375.1614786006,832723.3468934643,synthetic
cloud-vm2,2026-01-24 07:00:00,0.18755203023073627,0.5162355495741614,0.7155356466849423,93.55550780181436,725582.1504188372,754199.8265513408,synthetic
cloud-vm2,2026-01-24 07:15:00,0.2540396375511388,0.5056756176977747,0.7036814655519841,86.22139141137954,657796.139746004,921979.2130552782,synthetic
cloud-vm2,2026-01-24 07:30:00,0.22852277127406348,0.5257767670331875,0.7197489108535735,81.16102220134282,526425.4021434048,842321.7213245722,synthetic
cloud-vm2,2026-01-24 07:45:00,0.16070178965329635,0.5133375046823272,0.7089719441803306,85.17078971770394,717272.9378497746,908669.2014109365,synthetic
cloud-vm2,2026-01-24 08:00:00,0.15865457337924355,0.5537964524088204,0.6976520060588558,71.96317235465759,664613.1640956948,795536.8169974976,synthetic
cloud-vm2,2026-01-24 08:15:00,0.21967720805425237,0.5468436458954644,0.7082871140612897,79.57519348271711,909354.8002069307,704905.4434382853,synthetic
cloud-vm2,2026-01-24 08:30:00,0.19290901354064002,0.5326567826470322,0.7170594027870877,85.18221862913155,795727.0863278559,1058208.875501713,synthetic
cloud-vm2,2026-01-24 08:45:00,0.1989428018103721,0.5275693387858598,0.7199828898334133,89.22837684226661,721115.0156934524,1035593.369291629,synthetic
cloud-vm2,2026-01-24 09:00:00,0.2429013345884078,0.5182408189803764,0.7118689134459908,75.2934293970133,674917.0501288179,956054.1953514353,synthetic
cloud-vm2,2026-01-24 09:15:00,0.23036148579940144,0.4947775253730573,0.7002567445365799,83.09422346148786,666372.2255058018,803462.7177550872,synthetic
cloud-vm2,2026-01-24 09:30:00,0.25319492993673726,0.5156765555335607,0.6978330674594407,90.04842869259411,549631.0596366893,813961.8432206713,synthetic
cloud-vm2,2026-01-24 09:45:00,0.12273855574506536,0.5220280006681052,0.7057606950356139,77.74273337813364,476101.2772800089,1015879.2935075758,synthetic
cloud-vm2,2026-01-24 10:00:00,0.21013591668884804,0.5245891294888932,0.7167397449527104,86.14591417392087,562744.0890918435,807540.3954919104,synthetic
cloud-vm2,2026-01-24 10:15:00,0.2277875408958883,0.5293907273403166,0.7043376912221445,85.32987251553001,645228.298182957,774093.2756383243,synthetic
